nivel_bot,equipo_bot,objetivo_bot,bloque_bot,grupo_muscular,patron_movimiento_1,clasificacion,short_youtube_url,ejercicio,categoria_movimiento,score_funcional,tipo_rutina
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,Sin dato,Dumbbell Crush Grip Decline Bench Skull Crusher,Empuje,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/6gvmcqr226U?si=Ubc_zUNwRYINkZSI,Double Dumbbell Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/mq_KoN3oCgo?si=zVWL6owtdpddPPFb,EZ Bar Reverse Grip Bent Over Row,Jalón,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Front Rack Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Foot Elevated Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Front Rack Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/ma__uqUlYmE?si=Yw6Iw4KOA3T7mJeL,Single Arm Dumbbell Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/ZRSGpBUVcNw?si=x3MRv2xRNjCc6s42,Single Arm Dumbbell Knee Supported Row,Jalón,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Overhead Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Front Rack Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Overhead Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Double Kettlebell Overhead Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Sin clasificar,Bodybuilding,https://youtu.be/owr5y-s6-Qk?si=gd2Nfg1PVMbahXjx,Dumbbell Pullover,Jalón,0,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Sin clasificar,Bodybuilding,https://youtu.be/LQEag7MKXSs?si=vVcujNN4QVFLQ71H,Dumbbell Incline Bench Pullover,Jalón,0,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Front Rack Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Overhead Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Otro equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Calisthenics,https://youtu.be/sYpuz37bK2k?si=UpMtMbHU8GOboER_,Tire Incline Push Up,Empuje,5,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Horizontal Push,Bodybuilding,Sin dato,Double Dumbbell Close Grip Decline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Sin equipo,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Calisthenics,https://youtu.be/4JJB2m4AuO8?si=NqYITu6_1fcaAbn7,Bodyweight Eccentric Push Up,Empuje,5,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/HnHuhf4hEWY?si=WSqsCA9Khdbz3ag0,Double Dumbbell Bicep Curl,Jalón,-3,fuerza_hipertrofia
Avanzado,Gimnasio / maquina,Condicion fisica / potencia,Principal avanzado,Glutes,Hip External Rotation,Sin clasificar,Sin dato,Cable Knee Hover Quadruped Fire Hydrant,Pierna,3,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/aG7CXiKxepw?si=FH8eUTIYzp_z04m0,Double Dumbbell Incline Bench Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/4hKyhFBeclI?si=OrpNWuwGzVfolESP,Double Dumbbell Seated Hammer Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/YW9citXbrQc?si=5VFsuGIAvF6WHm17,Alternating Double Dumbbell Seated Hammer Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/1Z6XiaBxwHQ?si=Da0lptFOFg_s0tyV,Double Dumbbell Incline Bench Hammer Curl,Jalón,-3,fuerza_hipertrofia
Intermedio,Peso libre,Core / estabilidad,Principal,Abdominals,Rotational,Grinds,https://youtu.be/c0LP3YIO4vY?si=w_DOEV2ERQmctiSb,Single Arm Dumbbell Half Kneeling Windmill,Core,3,core_estabilidad
Avanzado,Peso libre,Core / estabilidad,Principal avanzado,Abdominals,Rotational,Grinds,Sin dato,Double Dumbbell Windmill,Core,3,core_estabilidad
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/Z_oWLq9uQZI?feature=shared,Alternating Double Dumbbell Incline Bench Hammer Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/qoswYkyJG-I?si=Jigh3MmNt7IIj-BA,Double Dumbbell Cyclist Thruster,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Alternating Double Dumbbell Cyclist Thruster,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,Sin dato,Kettlebell Goblet Alternating Pistol Squat,Pierna,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,https://youtu.be/JS5HxlkWZzU?si=gKhPydrLwgHeGTcO,Kettlebell Goblet Pistol Squat,Pierna,4,movilidad_estabilidad
Avanzado,Peso libre,Movilidad / estabilidad,Calentamiento,Quadriceps,Knee Dominant,Balance,https://youtu.be/WGCrIXBHteQ?si=lcLSwZ_90St3r6W4,Kettlebell Horn Grip Alternating Pistol Squat,Pierna,4,movilidad_estabilidad
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Knee Dominant,Grinds,https://youtu.be/4cCItXCsEDo?si=xrvm1LxY3e8jhStd,Single Arm Dumbbell Bent Press,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Knee Dominant,Grinds,Sin dato,Single Arm Dumbbell Half Kneeling Bent Press,Pierna,3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/FG6Y_r6-DJM?si=2qExXvynTbOnna2u,Double Dumbbell Seated Zottman Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/LXkCrxn3caQ?si=24dygODdgdRhEqJK,Cable Straight Bar Tricep Pushdown,Empuje,-3,fuerza_hipertrofia
Principiante,Gimnasio / maquina,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/GqK6WrZEyEk?si=JPCXXCLg2YG3rQa7,Cable Straight Bar Reverse Grip Tricep Pushdown,Empuje,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/2IBxr91kSI8?si=NutPVlDJSpcDczLP,Alternating Double Dumbbell Zottman Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/GIGFFYAKG6M?si=5QEN9x3BJwkxTal7,Alternating Double Dumbbell Seated Zottman Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/9kib4kUJJ1A?si=KTQ4D8iMokjT6LqW,Dumbbell Crush Grip Tall Kneeling Overhead Tricep Extension,Empuje,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/156_Z9969FQ?si=bmP-isrzfk-iAjdj,Single Arm Dumbbell Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/9DB2kibw0os?si=-BYlQ8gHAlszJaDo,Single Arm Dumbbell Seated Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/40w4sx4FAVU?si=i0K5ruXclQupBuxc,Double Dumbbell Seated Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/o9w3-CMPRxQ?si=nSVQxRbx2GvgZi-u,Double Dumbbell Incline Bench Zottman Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/Xakexn9Y5Oo?si=YY664vMjXBLBT2Ha,Alternating Double Dumbbell Incline Bench Zottman Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Vertical Push,Bodybuilding,https://youtu.be/Z4fmeY-GQ8o?si=jZD1QoPzdXBx4Hd8,Alternating Double Dumbbell Seated Overhead Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/GC0TS5XuuAA?si=1gRhkWItRmgaTYmb,Double Kettlebell Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/P_ijh09h23s?si=U9pK9AQYG1xx2yxE,Single Arm Kettlebell Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/Uf1jY-575lo?si=pKedIxKhmO0-sY6O,Alternating Double Kettlebell Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/S1-SPv3YXG8?si=QCE1ikc3-Mg60u3x,Single Arm Dumbbell Front Rack Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Overhead Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Triceps,Elbow Extension,Bodybuilding,https://youtu.be/o_3RHmSwIgE?si=jrBjCATOeTuvtWzq,Dumbbell Crush Grip Seated Overhead Tricep Extension,Empuje,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/jdx2kl5K0Ps?si=ABHltAh0E_8BUz7i,Alternating Double Kettlebell Bent Over Row,Jalón,2,fuerza_hipertrofia
Principiante,Otro equipo,Condicion fisica / potencia,Principal,Biceps,Sin clasificar,Sin clasificar,https://youtu.be/mTZENozi5x4?si=Us7_yx5MJoQLZHhO,Battle Rope Double Wave,Jalón,3,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder Flexion,Bodybuilding,https://youtu.be/67-J94MVJUg?si=TUVKne9uaJdYMy3x,Double Dumbbell Front Raise,Empuje,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Shoulders,Shoulder Abduction,Bodybuilding,https://youtu.be/e8K9KPGcwr8?si=HpsrB1akXMIU8ANX,Double Dumbbell Incline Bench Prone Lateral Raise,Empuje,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/xZKMteV7T6I?si=r_V-HvZTiORRBmxM,Dumbbell Crush Grip Seated Bicep Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/P-QvV7zOHjw?si=suRdks_sCJLNPIKX,Double Dumbbell Incline Bench Prone Hammer Curl,Jalón,-3,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Overhead Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Dumbbell Goblet Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Clubbell Order Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Clubbell Order Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Macebell Order Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Macebell Order Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dummbell Front Rack Foot Elevated Contralateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Dumbbell Front Rack Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Biceps,Elbow Flexion,Bodybuilding,https://youtu.be/N_eGFKGR7ZQ?si=J-4OOQpNwgwM0LrL,Alternating Double Dumbbell Incline Bench Prone Hammer Curl,Jalón,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/1RdiI_ta3CY?si=ELtb0jc2iPVUiqNN,Single Arm Dumbbell Incline Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/SisxAKThq70?si=tJqclsa9iiqndA6R,Single Arm Dumbbell Decline Bench Press,Empuje,2,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Principal,Adductors,Hip Adduction,Sin clasificar,https://youtu.be/l2Hu2D3z84w?si=H3JslwI5uQK49RTu,Single Arm Kettlebell Bottoms Up Copenhagen Plank,General,3,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/3u2DR9HL0tY?si=3Bcig3xQ4BI89qLa,Double Dumbbell Floor Press,Empuje,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,Sin dato,Double Kettlebell Bottoms Up Glute Bridge Isometric Bench Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/hyb1jJ98ORU?si=UKrLCDD8rhcoKu0p,Alternating Double Dumbbell Floor Press,Empuje,2,fuerza_hipertrofia
Principiante,Peso libre,Condicion fisica / potencia,Principal,Shins,Ankle Dorsiflexion,Sin clasificar,https://youtu.be/kIRvGGD21Zw?si=nBLhNjFMITgsl7fd,Kettlebell Seated Single Leg Tibialis Raise,General,3,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Calves,Ankle Plantar Flexion,Bodybuilding,Sin dato,Double Kettlebell Seated Calf Raise,Pierna,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Calves,Ankle Plantar Flexion,Bodybuilding,https://youtu.be/trgsU9LSHcM?si=LkOOKLtsyEAMWIWJ,Double Kettlebell Seated Feet Elevated Calf Raise,Pierna,-3,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/NDA72gV21vM?si=nr1ibCzWJfLIYTXz,Alternating Double Dumbbell Thruster,Pierna,2,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Chest,Horizontal Push,Bodybuilding,https://youtu.be/0S0pPgQXWNk?si=sd5taBTsE1Qux9Er,Single Arm Dumbbell Floor Press,Empuje,2,fuerza_hipertrofia
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Knee Dominant,Ballistics,Sin dato,Single Arm Macebell Inside Circle,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Knee Dominant,Ballistics,Sin dato,Single Arm Macebell Outside Circle,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Knee Dominant,Ballistics,Sin dato,Single Arm Macebell Inside Circle to Outside Circle,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Knee Dominant,Ballistics,Sin dato,Macebell Inside Circle,Pierna,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Rotational,Ballistics,Sin dato,Macebell Outside Circle,Core,8,potencia_funcional
Intermedio,Peso libre,Condicion fisica / potencia,Tecnica,Abdominals,Rotational,Ballistics,Sin dato,Macebell Inside Circle to Outside Circle,Core,8,potencia_funcional
Principiante,Otro equipo,Condicion fisica / potencia,Principal,Shoulders,Shoulder Abduction,Sin clasificar,https://youtu.be/KTcHetEk8Vw?si=xFuh3rDHIThNVEbK,Battle Rope Clap,Empuje,3,potencia_funcional
Principiante,Otro equipo,Condicion fisica / potencia,Principal,Shoulders,Sin clasificar,Sin clasificar,https://youtu.be/WH4rwFZoce8?si=Yt1fEhmIXXEAa1s1,Battle Rope Inward Circle,Empuje,3,potencia_funcional
Principiante,Otro equipo,Condicion fisica / potencia,Principal,Shoulders,Sin clasificar,Sin clasificar,https://youtu.be/ta0cdvQmADs?si=B6OcdshuVkMO34iV,Battle Rope Outward Circle,Empuje,3,potencia_funcional
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Trapezius,Scapular Elevation,Bodybuilding,Sin dato,Double Kettlebell Tall Kneeling Shrug,Jalón,0,fuerza_hipertrofia
Principiante,Peso libre,Fuerza / hipertrofia,Principal,Back,Horizontal Pull,Bodybuilding,https://youtu.be/UKjQMYiQnS0?si=Lg6kuQMDGFaxi6X7,Alternating Double Dumbbell Bent Over Row,Jalón,2,fuerza_hipertrofia
Intermedio,Otro equipo,Condicion fisica / potencia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Battle Rope Alternating Cossack Squat Alternating Wave,Pierna,5,potencia_funcional
Principiante,Sin equipo,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/sj_bFtL9Oy4?si=osmoYlG_O5Fs6lPE,Bodyweight Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/mPyE_hQolbs?si=0ulL0aaE23nJ0OiJ,Barbell Zercher Alternating Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Zercher Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Zercher Low Switch Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Zercher Foot Elevated Cossack Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/Siwj8KDU5zI?si=qiHYnyo8qzTOwk1L,Barbell Zombie Squat,Pierna,2,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Zombie Split Squat,Pierna,2,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,https://youtu.be/G5gCl5b0E-4?feature=shared,Heavy Sandbag Bear Hug Cossack Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Bear Hug Alternating Cossack Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Shoulder Contralateral Cossack Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Shoulder Alternating Cossack Squat,Pierna,3,fuerza_hipertrofia
Intermedio,Peso libre,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Sin clasificar,Sin dato,Heavy Sandbag Shoulder Ipsilateral Cossack Squat,Pierna,3,fuerza_hipertrofia
Avanzado,Peso libre,Fuerza / hipertrofia,Principal avanzado,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Barbell Zombie Cyclist Squat,Pierna,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,Sin dato,Single Arm Suspension Foot Elevated Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
Principiante,Calistenia / barras,Fuerza / hipertrofia,Principal,Quadriceps,Knee Dominant,Bodybuilding,https://youtu.be/8xX1a7o6bKU?si=rLYvcvZkeDzk1KV5,Single Arm Suspension Ipsilateral Cossack Squat,Pierna,2,fuerza_hipertrofia
